Time,Voltage 1 - Dev4_ai1 1
3,683722234000862100E+9,9,904188798025337400E-1
3,683722234000872100E+9,9,891040622556969100E-1
3,683722234000882100E+9,9,881179490968337000E-1
3,683722234000892200E+9,9,871318359390534000E-1
3,683722234000902200E+9,9,851596096267388700E-1
3,683722234000912200E+9,9,838447920875979000E-1
3,683722234000922200E+9,9,831873833187473300E-1
3,683722234000932200E+9,9,808864526315466100E-1
3,683722234000942200E+9,9,795716350986379800E-1
3,683722234000952200E+9,9,782568175676434900E-1
3,683722234000962300E+9,9,772707044206525600E-1
3,683722234000972300E+9,9,759558868930033900E-1
3,683722234000982300E+9,9,736549562242103900E-1
3,683722234000992300E+9,9,726688430822295600E-1
3,683722234001002300E+9,9,713540255612550500E-1
3,683722234001012300E+9,9,700392080421838000E-1
3,683722234001022300E+9,9,677382773883834700E-1
3,683722234001032400E+9,9,660947554963719100E-1
3,683722234001042400E+9,9,654373467403970500E-1
3,683722234001052400E+9,9,637938248525325100E-1
3,683722234001062400E+9,9,628077117212340300E-1
3,683722234001072400E+9,9,605067810856747800E-1
3,683722234001082400E+9,9,591919635822387900E-1
3,683722234001092400E+9,9,575484417055973900E-1
3,683722234001102400E+9,9,565623285810265200E-1
3,683722234001112500E+9,9,542613979611471700E-1
3,683722234001122500E+9,9,529465804666598100E-1
3,683722234001132500E+9,9,513030586011928000E-1
3,683722234001142500E+9,9,503169454833203500E-1
3,683722234001152500E+9,9,483447192507396000E-1
3,683722234001162500E+9,9,467011973934749100E-1
3,683722234001172500E+9,9,450576755391332200E-1
3,683722234001182600E+9,9,437428580577622600E-1
3,683722234001192600E+9,9,414419274698540000E-1
3,683722234001202600E+9,9,401271099936126000E-1
3,683722234001212100E+9,9,391409968876537300E-1
3,683722234001222100E+9,9,361826575760541200E-1
3,683722234001232100E+9,9,345391357403397500E-1
3,683722234001242200E+9,9,328956139075234000E-1
3,683722234001252200E+9,9,315807964433546700E-1
3,683722234001262200E+9,9,299372746157461600E-1
3,683722234001272200E+9,9,282937527910262200E-1
3,683722234001282200E+9,9,269789353333278700E-1
3,683722234001292200E+9,9,246780047867935200E-1
3,683722234001302200E+9,9,227057786085394200E-1
3,683722234001312300E+9,9,207335524344233400E-1
3,683722234001322300E+9,9,190900306258168400E-1
3,683722234001332300E+9,9,171178044592721600E-1
3,683722234001342300E+9,9,151455782968489500E-1
3,683722234001352300E+9,9,138307608575203500E-1
3,683722234001362300E+9,9,125159434200191800E-1
3,683722234001372300E+9,9,098863085504924600E-1
3,683722234001382300E+9,9,082427867607405500E-1
3,683722234001392400E+9,9,069279693309868500E-1
3,683722234001402400E+9,9,046270388332923200E-1
3,683722234001412400E+9,9,023261083411572300E-1
3,683722234001422400E+9,9,013399952747990200E-1
3,683722234001432400E+9,8,993677691451378300E-1
3,683722234001442400E+9,8,973955430195456000E-1
3,683722234001452400E+9,8,947659081917420600E-1
3,683722234001462500E+9,8,931223864280267700E-1
3,683722234001472500E+9,8,914788646671243400E-1
3,683722234001482500E+9,8,885205255045773800E-1
3,683722234001492500E+9,8,875344124524144900E-1
3,683722234001502500E+9,8,852334820012883700E-1
3,683722234001512500E+9,8,839186646031064200E-1
3,683722234001522500E+9,8,816177341605896400E-1
3,683722234001532600E+9,8,793168037235396000E-1
3,683722234001542600E+9,8,776732819861313700E-1
3,683722234001552600E+9,8,757010559049122100E-1
3,683722234001562100E+9,8,737288298276919500E-1
3,683722234001572100E+9,8,710991950642753600E-1
3,683722234001582100E+9,8,694556733407385900E-1
3,683722234001592200E+9,8,678121516199660500E-1
3,683722234001602200E+9,8,655112212155218200E-1
3,683722234001612200E+9,8,628815864741994400E-1
3,683722234001622200E+9,8,612380647644496400E-1
3,683722234001632200E+9,8,592658387163759600E-1
3,683722234001642200E+9,8,579510213531883500E-1
3,683722234001652200E+9,8,546639779528890600E-1
3,683722234001662300E+9,8,526917519179599800E-1
3,683722234001672300E+9,8,517056389019698200E-1
3,683722234001682300E+9,8,490760041974614300E-1
3,683722234001692300E+9,8,467750738367337800E-1
3,683722234001702300E+9,8,444741434813324300E-1
3,683722234001712300E+9,8,425019174666491500E-1
3,683722234001722300E+9,8,398722827864714100E-1
3,683722234001732300E+9,8,382287611148754300E-1
3,683722234001742400E+9,8,359278307791763200E-1
3,683722234001752400E+9,8,336269004487596400E-1
3,683722234001762400E+9,8,319833787874054700E-1
3,683722234001772400E+9,8,293537441348264300E-1
3,683722234001782400E+9,8,270528138194517300E-1
3,683722234001792400E+9,8,247518835093239300E-1
3,683722234001802400E+9,8,224509532044335100E-1
3,683722234001812500E+9,8,204787272329748800E-1
3,683722234001822500E+9,8,185065012653515200E-1
3,683722234001832500E+9,8,162055709746305300E-1
3,683722234001842500E+9,8,139046406891126100E-1
3,683722234001852500E+9,8,122611190597802700E-1
3,683722234001862500E+9,8,089740758090516700E-1
3,683722234001872500E+9,8,073305541876487600E-1
3,683722234001882600E+9,8,050296239221129700E-1
3,683722234001892600E+9,8,020712850168590900E-1
3,683722234001902600E+9,8,004277634065061200E-1
3,683722234001912100E+9,7,981268331564165300E-1
3,683722234001922100E+9,7,958259029114571600E-1
3,683722234001932100E+9,7,938536769912825100E-1
3,683722234001942200E+9,7,912240424368919300E-1
